idquest,cluster,target
27111000801.0,0,1
27111001001.0,0,1
27111001101.0,0,1
27111001201.0,0,1
27111001301.0,0,1
27111100101.0,0,1
27111100201.0,0,1
27111100301.0,0,0
27111200101.0,0,1
27111200201.0,0,1
27111200301.0,0,1
27111200401.0,0,1
27111200501.0,0,1
27111200601.0,0,1
27111200701.0,0,1
27111200801.0,0,1
27111201001.0,0,1
27111201101.0,0,1
27111201201.0,0,1
27111201301.0,0,1
27111201401.0,0,1
27111201501.0,0,1
27111201701.0,0,1
27111201901.0,0,1
27111202001.0,0,1
27111202101.0,0,1
27111202201.0,0,1
27111202301.0,0,1
27111300101.0,0,1
27111300301.0,0,0
27111300401.0,0,1
27111300501.0,0,1
27111300601.0,0,0
27111300701.0,0,1
27111300801.0,0,1
27111301001.0,0,1
27111301201.0,0,1
27111301301.0,0,1
27111301401.0,0,1
27111301501.0,0,1
27111500101.0,0,1
27111500201.0,0,1
27111500301.0,0,1
27111500401.0,0,1
27111500402.0,0,1
27111500501.0,0,1
27111500601.0,0,1
27111500701.0,0,1
27111500801.0,0,1
27111500901.0,0,1
27111501001.0,0,1
27111501201.0,0,1
27111501301.0,0,1
27111501401.0,0,1
27111501501.0,0,1
27111501601.0,0,1
27111501701.0,0,0
27111501801.0,0,1
27111502001.0,0,0
27111502201.0,0,1
27111600101.0,0,1
27111600201.0,0,1
27111600301.0,0,1
27111700101.0,0,1
27111700201.0,0,1
27111700301.0,0,1
27111700401.0,0,1
27111700501.0,0,1
27111700601.0,0,1
27111700701.0,0,1
27111700901.0,0,1
27111800101.0,0,1
27111800201.0,0,1
27111800301.0,0,1
27111800401.0,0,1
27111800501.0,0,1
27111800601.0,0,0
27111800701.0,0,1
27111800801.0,0,1
27111800901.0,0,1
27111801001.0,0,1
27111801101.0,0,0
27111801201.0,0,1
27111801301.0,0,1
27111801501.0,0,1
27111801701.0,0,1
27111900101.0,0,1
27111900201.0,0,1
27111900301.0,0,1
27111900401.0,0,1
27111900501.0,0,1
27111900601.0,0,1
27111900701.0,0,1
27111900801.0,0,1
27111900901.0,0,1
27111901001.0,0,1
27111901101.0,0,1
27111901201.0,0,1
27112000201.0,0,0
27112100101.0,0,1
27112100201.0,0,0
27112100301.0,0,1
27112100401.0,0,0
27112100501.0,0,1
27112100701.0,0,1
27112100801.0,0,0
27112100901.0,0,1
27112200201.0,0,0
27112200401.0,0,1
27112200501.0,0,1
27112200601.0,0,1
27112200701.0,0,1
27112200901.0,0,1
27112201001.0,0,1
27112201101.0,0,1
27112201201.0,0,1
27112201301.0,0,1
27112201401.0,0,1
27112201501.0,0,1
27112201701.0,0,0
27112201801.0,0,0
27112201901.0,0,1
27112300101.0,0,1
27112300201.0,0,0
27410100101.0,0,1
27410100901.0,0,1
27410101301.0,0,0
27410101503.0,0,0
27410102501.0,0,1
27410103101.0,0,1
27410103201.0,0,1
27410104301.0,0,1
27410104503.0,0,1
27410104601.0,0,0
27410105901.0,0,1
27410200101.0,0,1
27410200201.0,0,1
27410200401.0,0,1
27410200602.0,0,1
27410201201.0,0,0
27410201501.0,0,0
27410201601.0,0,1
27410201701.0,0,0
27410202001.0,0,1
27410202801.0,0,1
27410203201.0,1,1
27410203301.0,1,1
27410203501.0,0,0
27410203801.0,0,1
27420300101.0,0,1
27420300201.0,0,1
27420300401.0,0,1
27420300701.0,0,1
27420300901.0,0,1
27420301001.0,0,1
27420301201.0,0,1
27420301301.0,0,1
27420301601.0,0,1
27420301801.0,0,0
27420400101.0,0,1
27420400201.0,0,0
27420400301.0,0,1
27420400501.0,0,0
27420400601.0,0,1
27420400901.0,0,0
27420401001.0,0,1
27420401501.0,0,0
27420401601.0,0,1
27420401701.0,0,0
27420401702.0,0,1
27420402701.0,0,1
27420500401.0,0,1
27420501001.0,0,0
27420501601.0,0,1
27420600101.0,0,1
27420600401.0,0,1
27420600701.0,0,1
27420600801.0,0,1
27420601101.0,0,1
27420601201.0,0,1
27420601301.0,0,1
27420601601.0,0,1
28110100101.0,0,1
28110100201.0,0,0
28110100301.0,0,1
28110100401.0,0,0
28110100501.0,0,0
28110100601.0,0,1
28110100701.0,0,1
28110100801.0,0,0
28110100901.0,0,1
28110101001.0,0,1
28110101201.0,0,1
28110101301.0,0,1
28110101401.0,0,1
28110101501.0,0,1
28110101601.0,0,1
28110101701.0,0,1
28110101801.0,0,0
28110101901.0,0,1
28110102001.0,0,0
28110102101.0,0,1
28110102201.0,0,1
28110102301.0,0,1
28110400101.0,0,1
28110400201.0,0,1
28110400301.0,0,0
28110400401.0,0,1
28110400501.0,0,1
28110400601.0,0,0
28110400701.0,0,1
28110400801.0,0,1
28110400901.0,0,0
28110401001.0,0,1
28110401101.0,0,0
28110401201.0,0,1
28110401401.0,0,1
28110500101.0,0,1
28110500201.0,0,1
28110500401.0,0,1
28110600101.0,0,1
28110600201.0,0,1
28110600401.0,0,1
28110600501.0,0,1
28110600601.0,0,1
28110600701.0,0,1
28110600801.0,0,1
28110600901.0,0,1
28110601001.0,0,1
28110601101.0,0,1
28110601201.0,0,0
28110700101.0,0,1
28110700301.0,0,1
28110700401.0,0,1
28110700501.0,0,1
28110700601.0,0,1
28110700801.0,0,1
28110700901.0,0,1
28110900101.0,0,1
28110900201.0,0,1
28110900301.0,0,1
28110900401.0,0,1
28110900501.0,0,1
28110900601.0,0,1
28110900701.0,0,1
28110900801.0,0,0
28110900901.0,0,0
28110901001.0,0,0
28110901101.0,0,1
28110901201.0,0,1
28111000101.0,0,1
28111000201.0,0,0
28111000301.0,0,0
28111000401.0,0,1
28111000501.0,0,1
28111100201.0,0,0
28111100301.0,0,1
28111100401.0,1,1
28111100501.0,0,0
28111100601.0,0,0
28111100801.0,0,0
28111101001.0,0,0
28111101501.0,0,0
28111101801.0,0,0
28111101901.0,0,0
28111102401.0,0,0
28111102501.0,0,1
28111102601.0,0,0
28111102701.0,0,1
28111102801.0,0,1
28111102901.0,0,0
28111103201.0,0,0
28111103401.0,0,1
28111103801.0,0,0
28111103901.0,0,1
28111104101.0,0,0
28111104601.0,0,0
28111104701.0,0,1
28111104703.0,0,1
28111104801.0,0,1
28111105201.0,0,0
28111105301.0,0,1
28111105401.0,0,1
28111105501.0,0,0
28111105601.0,0,0
28111105801.0,0,0
28111105901.0,0,1
28111106001.0,0,0
28111106201.0,0,1
28111106301.0,0,0
28111106501.0,0,1
28111106701.0,0,0
28111106702.0,0,1
28111106801.0,0,1
28111106901.0,0,1
28111107002.0,0,0
28111107301.0,0,0
28111107302.0,0,0
28111107303.0,0,0
28111107401.0,0,0
28111107901.0,0,1
28111108101.0,0,0
28111108201.0,0,0
28111200101.0,0,1
28111200201.0,0,1
28111200401.0,0,0
28111200501.0,0,1
28111200601.0,0,0
28111200801.0,0,0
28111200901.0,0,1
28111201001.0,0,1
28111201201.0,0,1
28111201301.0,0,1
28111201401.0,0,1
28111201502.0,0,1
28111201701.0,0,1
28111201901.0,0,1
28111202001.0,0,1
28111202401.0,0,0
28111202501.0,0,0
28111300101.0,0,1
28111300201.0,0,1
28111300301.0,0,1
28111300401.0,0,1
28111300501.0,0,1
28111300601.0,0,1
28111300701.0,0,1
28111400101.0,0,1
28111400201.0,0,1
28111400301.0,0,1
28111400401.0,0,1
28111400501.0,0,1
28111400601.0,0,1
28111400701.0,0,1
28111400801.0,0,1
28111400901.0,0,1
28111401001.0,0,1
28111401301.0,0,1
28111401401.0,0,1
28111500101.0,0,1
28111500201.0,0,1
28111500301.0,0,1
28111500401.0,0,1
28111500501.0,0,1
28111500601.0,0,1
28111500701.0,0,0
28111500801.0,0,1
28111501001.0,0,1
28111501101.0,0,1
28111501301.0,0,1
28111501401.0,0,1
28111501501.0,0,1
28111501601.0,0,1
28111501801.0,0,0
28111501901.0,0,1
28111502001.0,0,1
28111502201.0,0,1
28111502301.0,0,1
28111502401.0,0,1
28111502501.0,0,1
28111502601.0,0,1
28111502701.0,0,1
28111502801.0,0,0
28111502901.0,0,1
28111503001.0,0,1
28111503201.0,0,1
28111700101.0,0,1
28111700201.0,0,1
28111700401.0,0,1
28111700501.0,0,1
28111700601.0,0,1
28111700701.0,0,1
28111700801.0,0,1
28111700901.0,0,1
28111701001.0,0,1
28111701101.0,0,1
28111701301.0,0,1
28111701401.0,0,1
28111701501.0,0,1
28111701601.0,0,1
28111701701.0,0,1
28111702001.0,0,1
28111702101.0,0,1
28111702201.0,0,1
28111702301.0,0,1
28111702601.0,0,1
28111702701.0,0,1
28111702801.0,0,1
28111702901.0,0,1
28111703001.0,0,1
28111703101.0,0,1
28111703201.0,0,0
28111703301.0,0,1
28111703401.0,0,1
28111703501.0,0,1
28111703601.0,0,1
28111800101.0,0,1
28111800201.0,0,1
28111800301.0,0,1
28111800401.0,0,1
28111800501.0,0,1
28111800601.0,0,1
28111800701.0,0,1
28111800801.0,0,1
28111800901.0,0,1
28111801001.0,0,1
28111801101.0,0,1
28111801201.0,0,1
28111801301.0,0,1
28111801401.0,0,1
28111801601.0,0,1
28111801701.0,0,1
28111801901.0,0,1
28111802001.0,0,1
28111900101.0,0,1
28111900201.0,0,1
28111900301.0,0,1
28111900401.0,0,1
28111900501.0,0,0
28111900601.0,0,1
28111900801.0,0,1
28111900901.0,0,1
28111901001.0,0,1
28111901301.0,0,1
28111901401.0,0,1
28111901501.0,0,0
28111901601.0,0,1
28111901701.0,0,1
28111901801.0,0,1
28111901901.0,0,0
28111902001.0,0,1
28111902101.0,0,0
28111902201.0,0,1
28111902301.0,0,1
28111902401.0,0,1
28111902501.0,0,1
28111902601.0,0,1
28111902701.0,0,0
28111902801.0,0,1
28111902901.0,0,1
28111903001.0,0,1
28111903101.0,0,1
28111903201.0,0,1
28111903401.0,0,1
28111903601.0,0,1
28111903801.0,0,1
28112000101.0,0,1
28112000201.0,0,1
28112000301.0,0,1
28112000401.0,0,1
28112000501.0,0,1
28112000601.0,0,1
28112100101.0,0,1
28112100201.0,0,1
28112100401.0,0,1
28112100501.0,0,1
28112100601.0,0,1
28112100701.0,0,1
28112100801.0,0,1
28112101001.0,0,1
28112101101.0,0,0
28112101201.0,0,1
28112200401.0,0,1
28112200501.0,0,1
28112200801.0,0,1
28112200901.0,0,1
28112201201.0,0,1
28112201301.0,0,1
28112201401.0,0,1
28112201501.0,0,1
28112201601.0,0,1
28112201701.0,0,1
28112201801.0,0,0
28112202301.0,0,0
28112202401.0,0,1
28112202701.0,0,1
28112203101.0,0,1
28112203301.0,0,1
28112203601.0,0,1
28112203701.0,0,0
28112203801.0,0,1
28112203901.0,0,1
28112204001.0,0,1
28112204201.0,0,1
28112204301.0,0,1
28112204501.0,0,1
28112204601.0,0,1
28112204701.0,0,1
28112204801.0,0,1
28112205101.0,0,1
28112205301.0,0,1
28112205401.0,0,1
28112205501.0,0,1
28112205601.0,0,1
28112205801.0,0,1
28112206001.0,0,1
28112206101.0,0,1
28112206201.0,0,1
28112206301.0,0,1
28112300101.0,0,1
28112300201.0,0,1
28112300301.0,0,1
28112300401.0,0,1
28112300501.0,0,0
28112300601.0,0,1
28112300701.0,0,1
28112300801.0,0,1
28112300901.0,0,1
28112301001.0,0,1
28112301101.0,0,0
28112301201.0,0,1
28112301301.0,0,1
28112301401.0,0,1
28112301601.0,0,1
28112301701.0,0,1
28112301801.0,0,1
28112301901.0,0,1
28112400101.0,0,0
28112400201.0,0,1
28112400301.0,0,1
28112400401.0,0,0
28112400501.0,0,1
28112400601.0,0,1
28112400701.0,0,1
28112400801.0,0,1
28112400901.0,0,0
28112401001.0,0,0
28112401201.0,0,1
28112401301.0,0,1
28420100101.0,0,1
28420100301.0,0,1
28420100401.0,0,1
28420100501.0,0,1
28420100502.0,0,0
28420100601.0,0,1
28420100602.0,0,0
28420100701.0,0,0
28420100801.0,0,1
28420100901.0,0,1
28420101001.0,0,1
28420101101.0,0,1
28420101201.0,0,1
28420101301.0,0,1
28420101401.0,0,0
28420101801.0,0,1
28420101901.0,0,0
28420200101.0,0,0
28420200201.0,0,1
28420200301.0,0,0
28420200401.0,0,0
28420200501.0,0,1
28420200601.0,0,0
28420200701.0,0,1
28420200801.0,0,1
28420200901.0,0,0
28420201001.0,0,1
28420201002.0,0,1
28420201101.0,0,1
28420201201.0,0,1
28420201301.0,0,1
28420201401.0,0,1
28420201501.0,0,1
28420201601.0,0,0
28420201701.0,0,1
28420201801.0,0,0
28420201901.0,0,0
28420300101.0,0,1
28420300201.0,0,0
28420300301.0,0,0
28420300401.0,0,1
28420300501.0,0,0
28420300601.0,0,1
28420300701.0,0,1
28420300801.0,0,1
28420301001.0,0,0
28420301101.0,0,1
28420301201.0,0,0
28420301301.0,0,0
28420301401.0,0,0
28420301501.0,0,1
28420301601.0,0,1
28420301701.0,0,1
28420301801.0,0,1
28420302001.0,0,1
28420400201.0,0,1
28420400601.0,0,1
28420400701.0,0,1
28420401001.0,0,0
28420401002.0,0,0
28420401101.0,0,0
28420401401.0,0,1
28420401601.0,0,1
28420401701.0,0,0
28420401702.0,0,1
28420500101.0,0,1
28420500301.0,0,0
28420500401.0,0,0
28420500501.0,0,1
28420500601.0,0,1
28420500901.0,0,0
28420501101.0,0,1
28420501301.0,0,1
28420501401.0,0,1
28420501601.0,0,0
28420600201.0,0,0
28420600301.0,0,1
28420600401.0,0,0
28420600501.0,0,1
28420600701.0,0,0
28420601002.0,0,1
28420601201.0,0,1
28420601301.0,0,0
28420601401.0,0,0
28420601402.0,0,1
28420601501.0,0,0
28420601601.0,1,0
28420602001.0,0,0
28420602101.0,0,1
28420700101.0,0,0
28420700202.0,0,1
28420700301.0,0,1
28420700401.0,0,0
28420700601.0,0,0
28420700701.0,0,1
28420700901.0,0,1
28420700902.0,0,0
28420701001.0,0,0
28420701201.0,0,1
28420701301.0,0,1
28420701401.0,0,0
28420701501.0,0,0
28420701601.0,0,1
28420701701.0,0,0
28420701801.0,0,0
28420800102.0,0,1
28420800201.0,0,0
28420800301.0,0,0
28420800302.0,0,1
28420800401.0,0,1
28420800402.0,0,0
28420800501.0,0,1
28420800601.0,0,1
28420800701.0,0,1
28420800801.0,0,1
28420801001.0,0,1
28420801101.0,0,1
28420801301.0,0,1
28420900201.0,0,1
28420900401.0,0,1
28420900501.0,0,0
28420900601.0,0,0
28420900801.0,0,1
28420900901.0,0,1
28420901801.0,0,1
28420902001.0,0,1
28420902401.0,0,1
28420902501.0,0,1
28420902601.0,0,1
28420902701.0,0,0
28420902801.0,0,1
28421000101.0,0,1
28421000303.0,0,1
28421000601.0,0,1
28421000901.0,0,1
28421001301.0,0,1
28421001701.0,0,1
28421001801.0,0,1
28421002101.0,0,1
28421100801.0,0,0
28421101001.0,0,0
28421101201.0,0,1
28421101501.0,0,1
28421101901.0,0,1
28421102001.0,0,0
28421102101.0,0,1
28421200701.0,0,0
28421200801.0,0,1
28421200901.0,0,0
28421201401.0,0,1
28421201701.0,0,1
28421201902.0,0,1
28421202001.0,0,1
28421300101.0,0,1
28421300201.0,0,1
28421300401.0,0,1
28421300501.0,0,1
28421300601.0,0,1
28421300801.0,0,1
28421300901.0,0,1
28421301001.0,0,1
28421301101.0,0,1
28421301201.0,0,1
28421301301.0,0,1
28421301401.0,0,1
28421301501.0,0,1
28421301601.0,0,1
28421301701.0,0,1
28421301801.0,0,1
28421301901.0,0,0
28421302001.0,0,1
28421302101.0,0,1
28421400301.0,0,1
28421400501.0,0,0
28421400701.0,0,0
28421401201.0,0,0
28421401301.0,0,1
31110100101.0,0,1
31110100201.0,0,1
31110100301.0,0,1
31110100401.0,0,1
31110100501.0,0,1
31110100601.0,0,1
31110100701.0,0,1
31110100801.0,0,1
31110100901.0,0,1
31110101001.0,0,1
31110101101.0,0,1
31110101201.0,0,1
31110101301.0,0,1
31110101401.0,0,1
31110101501.0,0,1
31110101601.0,0,1
31110101701.0,0,1
31110101801.0,0,1
31110101901.0,0,1
31110200101.0,0,1
31110200301.0,0,1
31110200401.0,0,1
31110200501.0,0,1
31110200701.0,0,1
31110200801.0,0,1
31110200901.0,0,1
31110201001.0,0,1
31110201101.0,0,1
31110201201.0,0,1
31110201301.0,0,1
31110300101.0,0,1
31110300201.0,0,1
31110300301.0,0,1
31110300401.0,0,1
31110300501.0,0,1
31110300601.0,0,1
31110300701.0,0,0
31110300901.0,0,1
31110301001.0,0,1
31110301101.0,0,1
31110301201.0,0,1
31110400101.0,0,1
31110400201.0,0,1
31110400301.0,0,1
31110400401.0,0,1
31110400501.0,0,1
31110500101.0,0,1
31110500201.0,0,1
31110500301.0,0,1
31110500401.0,0,1
31110500501.0,0,1
31110600101.0,0,1
31110600201.0,0,1
31110600301.0,0,1
31110700101.0,0,0
31110700201.0,0,1
31110700301.0,0,1
31110700401.0,0,1
31110700501.0,0,1
31110700601.0,0,1
31110700701.0,0,1
31110700801.0,0,1
31110700901.0,0,1
31110701001.0,0,0
31110701101.0,0,1
31110800101.0,0,1
31110800201.0,0,1
31110800301.0,0,1
31110800401.0,0,1
31110800501.0,0,1
31110900201.0,0,1
31110900301.0,0,1
31110900401.0,0,1
31110900501.0,0,1
31110900601.0,0,1
31110900701.0,0,1
31110901001.0,0,1
31110901201.0,0,1
31110901301.0,0,1
31110901401.0,0,1
31110901501.0,0,0
31110901601.0,0,1
31110901801.0,0,1
31111100101.0,0,1
31111100201.0,0,1
31111100301.0,0,1
31111100401.0,0,1
31111200101.0,0,1
31111200201.0,0,1
31111200301.0,0,0
31111200401.0,0,1
31111200501.0,0,1
31111200601.0,0,1
31111200701.0,0,1
31111200801.0,0,1
31111200901.0,0,0
31111201001.0,0,1
31111201101.0,0,1
31111201201.0,0,1
31111201301.0,0,1
31111201401.0,0,1
31111201501.0,0,1
31111300101.0,0,1
31111300401.0,0,1
31111300501.0,0,1
31111300601.0,0,1
31111300701.0,0,1
31111300901.0,0,1
31111301001.0,0,1
31111301101.0,0,1
31111301201.0,0,1
31111301301.0,0,1
31111301401.0,0,1
31111301501.0,0,1
31111301601.0,0,1
31111301701.0,0,1
31111301801.0,0,0
31111500201.0,0,1
31111500301.0,0,1
31111500601.0,0,1
31111500701.0,0,1
31111500801.0,0,1
31111500901.0,0,1
31111501001.0,0,1
31111501101.0,0,1
31111501201.0,0,1
31111501301.0,0,1
31111501401.0,0,1
31111600101.0,0,1
31111600201.0,0,1
31111600301.0,0,1
31111600401.0,0,1
31111600501.0,0,0
31111700201.0,0,1
31111700401.0,0,1
31111700501.0,0,1
31111700601.0,0,1
31111700701.0,0,1
31111700801.0,0,1
31111700901.0,0,1
31111701001.0,0,0
31111701101.0,0,1
31111701201.0,0,1
31111701301.0,0,1
31111701401.0,0,1
31111701501.0,0,1
31111800101.0,0,1
31111800201.0,0,1
31111800501.0,0,1
31111800601.0,0,1
31111800701.0,0,1
31111800801.0,0,1
31111800901.0,0,1
31111801001.0,0,0
31111801101.0,0,1
31111801201.0,0,1
31111900201.0,0,1
31111900301.0,0,1
31111900401.0,0,1
31111900501.0,0,1
31111900601.0,0,0
31111900701.0,0,1
31111900801.0,0,1
31111900901.0,0,1
31111901001.0,0,1
31111901101.0,0,1
31112200101.0,0,0
31112200301.0,0,0
31112200401.0,0,1
31112200501.0,0,1
31112200601.0,0,1
31112200701.0,0,1
31112200801.0,0,1
31112200901.0,0,1
31112201001.0,0,1
31112201101.0,0,1
31112201201.0,0,0
31112201301.0,0,1
31112300101.0,0,0
31112300501.0,0,1
31112300601.0,0,1
31112300901.0,0,1
31112301201.0,0,1
31112302001.0,0,0
31112302101.0,0,1
31112302301.0,0,0
31112302901.0,0,1
31420100201.0,0,1
31420100701.0,0,1
31420100901.0,0,0
31420200201.0,0,0
31420200301.0,0,1
31420200401.0,0,1
31420200601.0,0,0
31420200701.0,0,1
31420200801.0,0,1
31420200901.0,0,1
31420201001.0,0,1
31420201301.0,0,0
31420201401.0,0,1
31420201601.0,0,0
31420300401.0,0,0
31420300601.0,0,1
31420301001.0,0,1
31420400201.0,0,1
31420400401.0,0,1
31420400801.0,0,1
31420400901.0,0,1
31420401301.0,0,0
31420401401.0,0,1
31420401601.0,0,1
31420402101.0,0,1
31420500101.0,0,1
31420500401.0,0,1
31420500502.0,0,1
31420500505.0,0,1
31420500601.0,0,1
31420500901.0,0,1
31420500902.0,0,1
31420501001.0,0,1
31420501301.0,0,1
31420501401.0,0,0
31420501601.0,0,0
31420501801.0,0,1
31420501901.0,0,1
31420502101.0,0,1
31420502102.0,0,1
31420502201.0,0,1
31420600302.0,0,0
31420600502.0,0,1
31420601201.0,0,1
31420601401.0,0,1
31420601601.0,0,1
31420601701.0,0,1
32110100101.0,0,1
32110100201.0,0,1
32110100301.0,0,1
32110100401.0,0,1
32110100501.0,0,1
32110100601.0,0,1
32110100701.0,0,1
32110100801.0,0,1
32110100901.0,0,1
32110101001.0,0,1
32110101101.0,0,1
32110101201.0,0,1
32110101301.0,0,1
32110101401.0,0,1
32110101501.0,0,1
32110101601.0,0,1
32110101701.0,0,1
32110200101.0,0,1
32110200201.0,0,1
32110200401.0,0,1
32110200501.0,0,1
32110200701.0,0,1
32110200801.0,0,1
32110200901.0,0,1
32110400101.0,0,1
32110400201.0,0,1
32110400301.0,0,1
32110400501.0,0,1
32110400601.0,0,0
32110400701.0,0,1
32110400801.0,0,1
32110401001.0,0,1
32110401201.0,0,1
32110401301.0,0,0
32110401401.0,0,1
32110401501.0,0,1
32110401601.0,0,1
32110401701.0,0,0
32110401901.0,0,1
32110402001.0,0,1
32110402101.0,0,1
32110402201.0,0,1
32110500101.0,0,1
32110500201.0,0,1
32110700101.0,0,1
32110700201.0,0,1
32110700301.0,0,1
32110700401.0,0,1
32110700501.0,0,1
32110700601.0,0,1
32110800101.0,0,1
32110800201.0,0,1
32110800301.0,0,1
32110800401.0,0,1
32110800501.0,0,1
32110800601.0,0,1
32110800701.0,0,1
32110900101.0,0,1
32110900201.0,0,1
32110900301.0,0,1
32110900401.0,0,1
32110900701.0,0,1
32110900801.0,0,1
32110900901.0,0,1
32110901001.0,0,1
32110901101.0,0,1
32110901301.0,0,0
32110901501.0,0,1
32110901601.0,0,1
32110901701.0,0,1
32110901801.0,0,1
32110901901.0,0,1
32110902001.0,0,1
32110902301.0,0,1
32110902501.0,0,1
32110902601.0,0,1
32110902701.0,0,1
32111000101.0,0,1
32111000201.0,0,1
32111000401.0,0,1
32111000501.0,0,1
32111000601.0,0,1
32111000701.0,0,1
32111000801.0,0,1
32111000901.0,0,1
32111001001.0,0,1
32111001101.0,0,1
32111001201.0,0,1
32111001301.0,0,1
32111001401.0,0,1
32111100101.0,0,1
32111100201.0,0,1
32111100401.0,0,1
32111100501.0,0,1
32111100601.0,0,1
32111200101.0,0,1
32111200201.0,0,1
32111200301.0,0,1
32111200401.0,0,1
32111200501.0,0,1
32111200701.0,0,1
32111200801.0,0,1
32111200901.0,0,1
32111201001.0,0,1
32111300101.0,0,1
32111300201.0,0,1
32111300202.0,0,1
32111300401.0,0,0
32111300501.0,0,1
32111300601.0,0,1
32111300801.0,0,1
32111300901.0,0,1
32111301001.0,0,1
32111301101.0,0,1
32111301201.0,0,1
32111301301.0,0,0
32111301501.0,0,1
32111301601.0,0,1
32111301701.0,0,1
32111301801.0,0,1
32111302001.0,0,1
32111302201.0,0,1
32111400101.0,0,1
32111400201.0,0,1
32111400301.0,0,1
32111400401.0,0,1
32111400601.0,0,0
32111400701.0,0,1
32111400801.0,0,1
32111400901.0,0,1
32111401001.0,0,1
32111401101.0,0,1
32111401201.0,0,1
32111401301.0,0,1
32111401401.0,0,1
32111401501.0,0,1
32111401601.0,0,1
32111401801.0,0,1
32111401901.0,0,1
32111500101.0,0,1
32111500201.0,0,1
32111500301.0,0,1
32111500401.0,0,1
32111500501.0,0,1
32111500601.0,0,1
32111600101.0,0,1
32111600201.0,0,1
32111600301.0,0,1
32111600401.0,0,1
32111600501.0,0,1
32111600601.0,0,1
32111600701.0,0,1
32111600801.0,0,1
32111600901.0,0,1
32111700101.0,0,1
32111700201.0,0,1
32111700301.0,0,1
32111700401.0,0,1
32111700501.0,0,1
32111700701.0,0,1
32111700801.0,0,1
32111700901.0,0,1
32111701001.0,0,1
32111701401.0,0,1
32111701501.0,0,1
32111701601.0,0,0
32111701701.0,0,1
32111701801.0,0,1
32111701901.0,0,1
32111702001.0,0,1
32111702101.0,0,1
32111702201.0,0,1
32111900101.0,0,1
32111900201.0,0,1
32111900301.0,0,1
32111900501.0,0,1
32111900601.0,0,1
32111900701.0,0,1
32111900801.0,0,1
32111900901.0,0,1
32111901001.0,0,1
32111901101.0,0,1
32111901201.0,0,1
32111901301.0,0,1
32111901401.0,0,1
32111901501.0,0,1
32111901601.0,0,1
32111901701.0,0,1
32111901801.0,0,0
32111901901.0,0,1
32111902001.0,0,1
32111902101.0,0,1
32111902201.0,0,1
32111902301.0,0,1
32111902401.0,0,1
32111902501.0,0,1
32111902801.0,0,1
32111902901.0,0,1
32111903101.0,0,1
32111903201.0,0,1
32111903301.0,0,1
32111903401.0,0,1
32111903501.0,0,1
32111903601.0,0,1
32111903801.0,0,1
32111903901.0,0,1
32111904001.0,0,1
32111904101.0,0,1
32111904201.0,0,1
32111904301.0,0,1
32111904401.0,0,1
32111904501.0,0,1
32111904601.0,0,1
32111904701.0,0,1
32112200101.0,0,0
32112200201.0,0,0
32112200301.0,0,0
32112200401.0,0,1
32112300101.0,0,0
32112300201.0,0,0
32112300301.0,0,0
32112400201.0,0,1
32112400301.0,0,1
32112400401.0,0,1
32112400501.0,0,1
32112400601.0,0,1
32112400701.0,0,1
32112400901.0,0,1
32112401001.0,0,1
32112401101.0,0,1
32112401201.0,0,0
32112401401.0,0,1
32112401501.0,0,0
32112401601.0,0,1
32112401701.0,0,1
32112401801.0,0,1
32112401901.0,0,1
32112402001.0,0,1
32112402101.0,0,1
32112402201.0,0,1
32112402301.0,0,1
32112402401.0,0,1
32112402501.0,0,1
32112402601.0,0,1
32112402701.0,0,1
32112402901.0,0,1
32112403001.0,0,1
32112403101.0,0,1
32112403201.0,0,1
32112403301.0,0,1
32112403401.0,0,1
32112403501.0,0,1
32112403601.0,0,1
32112403701.0,0,1
32112403801.0,0,1
32112403901.0,0,1
32112404001.0,0,1
32112404101.0,0,1
32112404201.0,0,1
32112404301.0,0,1
32112404401.0,0,1
32112404501.0,0,1
32112404601.0,0,1
32112404701.0,0,1
32112404801.0,0,1
32112405001.0,0,1
32112405101.0,0,1
32112405201.0,0,1
32112405301.0,0,1
32112405401.0,0,1
32112405501.0,0,1
32112405701.0,0,1
32112405801.0,0,1
32112406001.0,0,1
32112406101.0,0,1
32112500101.0,0,1
32112500201.0,0,1
32112500301.0,0,0
32112500401.0,0,1
32112500501.0,0,1
32112500601.0,0,1
32112500701.0,0,1
32112500801.0,0,1
32112500901.0,0,1
32112501101.0,0,1
32112501201.0,0,0
32112501301.0,0,1
32112501401.0,0,1
32112501501.0,0,1
32112501601.0,0,1
32112501701.0,0,1
32112501801.0,0,1
32112501901.0,0,1
32112502001.0,0,1
32112502101.0,0,1
32112502201.0,0,1
32112502501.0,0,0
32112503201.0,0,1
32112503301.0,0,1
32112503401.0,0,1
32112503601.0,0,1
32112503701.0,0,1
32112503801.0,0,1
32112503901.0,0,1
32112504001.0,0,1
32112504301.0,0,1
32112504401.0,0,1
32112504701.0,0,1
32112600101.0,0,1
32112600201.0,0,1
32112600301.0,0,1
32112600401.0,0,1
32112600501.0,0,1
32112600601.0,0,0
32112600701.0,0,1
32112600801.0,0,1
32112600901.0,0,1
32112601001.0,0,1
32112601101.0,0,1
32112601201.0,0,1
32112601301.0,0,1
32112601501.0,0,1
32112601601.0,0,1
32112601701.0,0,1
32112601801.0,0,1
32112601901.0,0,0
32112602101.0,0,1
32112602201.0,0,1
32112700101.0,0,1
32112700201.0,0,1
32112700301.0,0,1
